FED,Province_Territory,All_Households,Avg_Income,Median_Income,SE_Avg_Income,Income,Count,right_edges,fit,warn,gini,fed_avg_income,fed_median_income
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X5000_9999,4225,9999,,FALSE,0.38856816370135205,26305,23206
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X10000_14999,4870,14999,,FALSE,0.38856816370135205,26305,23206
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X15000_19999,4600,19999,,FALSE,0.38856816370135205,26305,23206
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X20000_24999,4255,24999,,FALSE,0.38856816370135205,26305,23206
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X25000_29999,3030,29999,,FALSE,0.38856816370135205,26305,23206
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X30000_39999,6295,39999,,FALSE,0.38856816370135205,26305,23206
Edmonton West (Ouest),Alberta,37850,26305,23206,205,X40000_and_over,6025,Inf,,FALSE,0.38856816370135205,26305,23206
Edmonton-Strathcona,Alberta,41450,28743,26300,188,Under_5000,1845,5000,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X5000_9999,3620,9999,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X10000_14999,4325,14999,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X15000_19999,4400,19999,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X20000_24999,5225,24999,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X25000_29999,5440,29999,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X30000_39999,8060,39999,,FALSE,0.3539544858648134,28743,26300
Edmonton-Strathcona,Alberta,41450,28743,26300,188,X40000_and_over,7160,Inf,,FALSE,0.3539544858648134,28743,26300
Lethbridge-Foothills,Alberta,34140,24208,21018,220,Under_5000,2220,5000,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X5000_9999,5005,9999,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X10000_14999,4490,14999,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X15000_19999,4430,19999,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X20000_24999,4320,24999,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X25000_29999,4765,29999,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X30000_39999,4955,39999,,FALSE,0.3660375827923016,24208,21018
Lethbridge-Foothills,Alberta,34140,24208,21018,220,X40000_and_over,4800,Inf,,FALSE,0.3660375827923016,24208,21018
Medicine Hat,Alberta,32240,25113,21788,242,Under_5000,1960,5000,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X5000_9999,4320,9999,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X10000_14999,4020,14999,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X15000_19999,4235,19999,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X20000_24999,4185,24999,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X25000_29999,4110,29999,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X30000_39999,5335,39999,,FALSE,0.36353704630248473,25113,21788
Medicine Hat,Alberta,32240,25113,21788,242,X40000_and_over,4735,Inf,,FALSE,0.36353704630248473,25113,21788
Peace River,Alberta,30080,25675,21914,257,Under_5000,2280,5000,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X5000_9999,4175,9999,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X10000_14999,3535,14999,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X15000_19999,3250,19999,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X20000_24999,3145,24999,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X25000_29999,3145,29999,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X30000_39999,5545,39999,,FALSE,0.28945876535760495,25675,21914
Peace River,Alberta,30080,25675,21914,257,X40000_and_over,11590,Inf,,FALSE,0.28945876535760495,25675,21914
Pembina,Alberta,39940,32758,31737,226,Under_5000,1485,5000,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X5000_9999,2630,9999,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X10000_14999,3660,14999,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X15000_19999,3015,19999,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X20000_24999,4705,24999,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X25000_29999,4705,29999,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X30000_39999,4705,39999,,FALSE,0.3478203135369544,32758,31737
Pembina,Alberta,39940,32758,31737,226,X40000_and_over,11590,Inf,,FALSE,0.3478203135369544,32758,31737
Red Deer,Alberta,39190,25269,22050,229,Under_5000,2710,5000,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X5000_9999,5005,9999,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X10000_14999,4570,14999,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X15000_19999,4980,19999,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X20000_24999,4570,24999,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X25000_29999,4450,29999,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X30000_39999,6265,39999,,TRUE,0.2995791677948685,25269,22050
Red Deer,Alberta,39190,25269,22050,229,X40000_and_over,11590,Inf,,TRUE,0.2995791677948685,25269,22050
Vegreville,Alberta,27295,22263,22253,252,Under_5000,2790,5000,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X5000_9999,4895,9999,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X10000_14999,3180,14999,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X15000_19999,2810,19999,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X20000_24999,2690,24999,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X25000_29999,1695,29999,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X30000_39999,2510,39999,,TRUE,0.2921559043007038,22263,22253
Vegreville,Alberta,27295,22263,22253,252,X40000_and_over,22263,Inf,,TRUE,0.2921559043007038,22263,22253
Wetaskiwin,Alberta,29835,22752,22752,269,Under_5000,1960,5000,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X5000_9999,3940,9999,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X10000_14999,3465,14999,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X15000_19999,3395,19999,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X20000_24999,3395,24999,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X25000_29999,4935,29999,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X30000_39999,4935,39999,,FALSE,0.31285044224901726,22752,22752
Wetaskiwin,Alberta,29835,22752,22752,269,X40000_and_over,4735,Inf,,FALSE,0.31285044224901726,22752,22752
Yellowhead,Alberta,35910,27653,25397,210,Under_5000,2170,5000,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X5000_9999,3920,9999,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X10000_14999,3490,14999,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X15000_19999,3545,19999,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X20000_24999,3460,24999,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X25000_29999,4270,29999,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X30000_39999,7005,39999,,FALSE,0.3520387311257315,27653,25397
Yellowhead,Alberta,35910,27653,25397,210,X40000_and_over,7040,Inf,,FALSE,0.3520387311257315,27653,25397
Burnaby,British Columbia,40485,26754,23437,210,Under_5000,2580,5000,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X5000_9999,5355,9999,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X10000_14999,4695,14999,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X15000_19999,4240,19999,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X20000_24999,4735,24999,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X25000_29999,4120,29999,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X30000_39999,7995,39999,,FALSE,0.361982636468955,26754,23437
Burnaby,British Columbia,40485,26754,23437,210,X40000_and_over,7995,Inf,,FALSE,0.361982636468955,26754,23437
Capilano,British Columbia,34765,35638,28018,398,Under_5000,1630,5000,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X5000_9999,3630,9999,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X10000_14999,3430,14999,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X15000_19999,3330,19999,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X20000_24999,3450,24999,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X25000_29999,3480,29999,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X30000_39999,5180,39999,,FALSE,0.41110708053117284,35638,28018
Capilano,British Columbia,34765,35638,28018,398,X40000_and_over,11195,Inf,,FALSE,0.41110708053117284,35638,28018
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,Under_5000,2390,5000,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X5000_9999,3260,9999,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X10000_14999,2795,14999,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X15000_19999,3040,19999,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X20000_24999,3950,24999,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X25000_29999,3720,29999,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X30000_39999,4605,39999,,FALSE,0.32140906824782844,23000,23000
Cariboo-Chilcotin,British Columbia,27650,23000,23000,213,X40000_and_over,4287,Inf,,FALSE,0.32140906824782844,23000,23000
Comox-Powell River,British Columbia,42080,25068,23595,184,Under_5000,3025,5000,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X5000_9999,5120,9999,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X10000_14999,4785,14999,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X15000_19999,4765,19999,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X20000_24999,5380,24999,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X25000_29999,4270,29999,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X30000_39999,7005,39999,,FALSE,0.3417698771420664,25068,23595
Comox-Powell River,British Columbia,42080,25068,23595,184,X40000_and_over,8110,Inf,,FALSE,0.3417698771420664,25068,23595
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,Under_5000,2090,5000,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X5000_9999,2600,9999,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X10000_14999,4150,14999,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X15000_19999,4290,19999,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X20000_24999,3985,24999,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X25000_29999,3875,29999,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X30000_39999,6770,39999,,FALSE,0.3081916825084623,26225,24739
Cowichan-Malahat-The Islands (Les Îles),British Columbia,35075,26225,24739,191,X40000_and_over,7080,Inf,,FALSE,0.3081916825084623,26225,24739
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,Under_5000,1910,5000,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X5000_9999,7515,9999,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X10000_14999,4670,14999,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X15000_19999,4990,19999,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X20000_24999,4540,24999,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X25000_29999,4540,29999,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X30000_39999,6895,39999,,FALSE,0.4076926177795467,27208,27411
Esquimalt-Saanich,British Columbia,40840,27208,27411,204,X40000_and_over,7210,Inf,,FALSE,0.4076926177795467,27208,27411
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,Under_5000,2535,5000,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X5000_9999,5085,9999,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X10000_14999,4850,14999,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X15000_19999,4780,19999,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X20000_24999,5530,24999,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X25000_29999,4995,29999,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X30000_39999,5005,39999,,FALSE,0.3239746946797386,23749,22814
Fraser Valley East (Est),British Columbia,37395,23749,22814,265,X40000_and_over,7325,Inf,,FALSE,0.3239746946797386,23749,22814
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,Under_5000,1540,5000,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X5000_9999,7325,9999,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X10000_14999,4130,14999,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X15000_19999,4800,19999,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X20000_24999,4850,24999,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X25000_29999,5495,29999,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X30000_39999,8330,39999,,FALSE,0.40174811850629166,29458,24626
Fraser Valley West (Ouest),British Columbia,42975,29458,24626,190,X40000_and_over,8330,Inf,,FALSE,0.40174811850629166,29458,24626
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,Under_5000,2560,5000,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X5000_9999,4875,9999,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X10000_14999,4075,14999,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X15000_19999,3650,19999,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X20000_24999,4750,24999,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X25000_29999,4430,29999,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X30000_39999,6560,39999,,FALSE,0.36262704308407145,25431,23218
Kamloops-Shuswap,British Columbia,36735,25431,23218,209,X40000_and_over,5725,Inf,,FALSE,0.36262704308407145,25431,23218
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,Under_5000,1805,5000,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X5000_9999,3355,9999,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X10000_14999,2905,14999,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X15000_19999,3725,19999,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X20000_24999,4015,24999,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X25000_29999,3580,29999,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X30000_39999,4980,39999,,FALSE,0.3523374018970804,25802,24104
Kootenay East (Est)-Revelstoke,British Columbia,27560,25802,24104,227,X40000_and_over,4510,Inf,,FALSE,0.3523374018970804,25802,24104
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,Under_5000,1695,5000,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X5000_9999,2710,9999,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X10000_14999,2380,14999,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X15000_19999,2690,19999,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X20000_24999,3410,24999,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X25000_29999,2895,29999,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X30000_39999,3890,39999,,FALSE,0.32791877316628515,23729,22309
Kootenay West (Ouest),British Columbia,23435,23729,22309,211,X40000_and_over,3100,Inf,,FALSE,0.32791877316628515,23729,22309
Mission-Port Moody,British Columbia,38860,27828,25358,185,Under_5000,2325,5000,,FALSE,0.3318074970648067,27828,25358
Mission-Port Moody,British Columbia,38860,27828,25358,185,X5000_9999,3955,9999,,FALSE,0.3318074970648067,27828,25358
Mission-Port Moody,British Columbia,38860,27828,25358,185,X10000_14999,3375,14999,,FALSE,0.3318074970648067,27828,25358
Mission-Port Moody,British Columbia,38860,27828,25358,185,X15000_19999,3335,19999,,FALSE,0.3318074970648067,27828,25358
Mission-Port Moody,British Columbia,38860,27828,25358,185,X20000_24999,3455,24999,,FALSE,0.3318074970648067,27828,25358
Mission-Port Moody,British Columbia,38860,27828,25358,185,X25000_29999,4765,29999,,FALSE,0.3318074970648067,27828,25358
