FED,Province_Territory,All_Households,Avg_Income,Median_Income,SE_Avg_Income,Income,Count,right_edges,fit,warn,gini,fed_avg_income,fed_median_income
Nickel Belt,Ontario,25670,24484,22850,200,X30000_39999,4435,39999,,FALSE,0.3193886664071117,24484,22850
Nickel Belt,Ontario,25670,24484,22850,200,X40000_and_over,3100,Inf,,FALSE,0.3193886664071117,24484,22850
Nipissing,Ontario,22495,22058,19917,226,Under_5000,1770,5000,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X5000_9999,3930,9999,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X10000_14999,2880,14999,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X15000_19999,3145,19999,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X20000_24999,3035,24999,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X25000_29999,2455,29999,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X30000_39999,3330,39999,,FALSE,0.38637811387312104,22058,19917
Nipissing,Ontario,22495,22058,19917,226,X40000_and_over,1725,Inf,,FALSE,0.38637811387312104,22058,19917
Northumberland,Ontario,25575,21334,19708,186,Under_5000,1535,5000,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X5000_9999,4045,9999,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X10000_14999,3785,14999,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X15000_19999,3840,19999,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X20000_24999,4025,24999,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X25000_29999,3135,29999,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X30000_39999,3345,39999,,FALSE,0.33763793875809567,21334,19708
Northumberland,Ontario,25575,21334,19708,186,X40000_and_over,2085,Inf,,FALSE,0.33763793875809567,21334,19708
Oshawa,Ontario,39200,28336,25851,178,Under_5000,2085,5000,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X5000_9999,3845,9999,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X10000_14999,3845,14999,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X15000_19999,4495,19999,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X20000_24999,6215,24999,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X25000_29999,5310,29999,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X30000_39999,5555,39999,,FALSE,0.3675774083199206,28336,25851
Oshawa,Ontario,39200,28336,25851,178,X40000_and_over,7555,Inf,,FALSE,0.3675774083199206,28336,25851
Ottawa Centre,Ontario,37855,27941,26753,223,Under_5000,2745,5000,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X5000_9999,5105,9999,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X10000_14999,4625,14999,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X15000_19999,4810,19999,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X20000_24999,4160,24999,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X25000_29999,3535,29999,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X30000_39999,5140,39999,,FALSE,0.41783395337002804,27941,26753
Ottawa Centre,Ontario,37855,27941,26753,223,X40000_and_over,7875,Inf,,FALSE,0.41783395337002804,27941,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,Under_5000,2505,5000,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X5000_9999,4625,9999,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X10000_14999,4730,14999,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X15000_19999,4430,19999,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X20000_24999,4430,24999,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X25000_29999,3565,29999,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X30000_39999,5560,39999,,FALSE,0.39200896782074357,26753,26753
Ottawa West (Ouest),Ontario,38600,26753,26753,495,X40000_and_over,6930,Inf,,FALSE,0.39200896782074357,26753,26753
Ottawa-Carleton,Ontario,43370,28381,28381,213,Under_5000,1985,5000,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X5000_9999,3475,9999,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X10000_14999,3425,14999,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X15000_19999,4415,19999,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X20000_24999,5040,24999,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X25000_29999,9190,29999,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X30000_39999,10795,39999,,FALSE,0.32617331658094517,28381,28381
Ottawa-Carleton,Ontario,43370,28381,28381,213,X40000_and_over,4795,Inf,,FALSE,0.32617331658094517,28381,28381
Ottawa-Vanier,Ontario,34010,17920,17920,195,Under_5000,3085,5000,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X5000_9999,5870,9999,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X10000_14999,5040,14999,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X15000_19999,4780,19999,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X20000_24999,3835,24999,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X25000_29999,3185,29999,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X30000_39999,4040,39999,,FALSE,0.3536109207071457,17920,17920
Ottawa-Vanier,Ontario,34010,17920,17920,195,X40000_and_over,4040,Inf,,FALSE,0.3536109207071457,17920,17920
Oxford,Ontario,28810,22470,20204,212,Under_5000,1730,5000,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X5000_9999,3985,9999,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X10000_14999,4065,14999,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X15000_19999,3985,19999,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X20000_24999,4270,24999,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X25000_29999,3280,29999,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X30000_39999,4120,39999,,FALSE,0.3430006660279099,22470,20204
Oxford,Ontario,28810,22470,20204,212,X40000_and_over,2910,Inf,,FALSE,0.3430006660279099,22470,20204
Parkdale-High Park,Ontario,34815,22037,22037,185,Under_5000,3100,5000,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X5000_9999,5380,9999,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X10000_14999,5185,14999,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X15000_19999,4830,19999,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X20000_24999,4140,24999,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X25000_29999,3300,29999,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X30000_39999,4400,39999,,FALSE,0.38423748605883346,22037,22037
Parkdale-High Park,Ontario,34815,22037,22037,185,X40000_and_over,4175,Inf,,FALSE,0.38423748605883346,22037,22037
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,Under_5000,2080,5000,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X5000_9999,3930,9999,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X10000_14999,4660,14999,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X15000_19999,3670,19999,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X20000_24999,2935,24999,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X25000_29999,2365,29999,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X30000_39999,2550,39999,,FALSE,0.3464018503975599,18813,15646
Parry Sound-Muskoka,Ontario,25470,18813,15646,179,X40000_and_over,1725,Inf,,FALSE,0.3464018503975599,18813,15646
Perth,Ontario,22560,21988,19280,255,Under_5000,1355,5000,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X5000_9999,2285,9999,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X10000_14999,3185,14999,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X15000_19999,3440,19999,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X20000_24999,3215,24999,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X25000_29999,2495,29999,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X30000_39999,3060,39999,,FALSE,0.31676754453932743,21988,19280
Perth,Ontario,22560,21988,19280,255,X40000_and_over,2085,Inf,,FALSE,0.31676754453932743,21988,19280
Peterborough,Ontario,33250,22154,20024,181,Under_5000,2210,5000,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X5000_9999,5035,9999,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X10000_14999,4830,14999,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X15000_19999,4515,19999,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X20000_24999,4695,24999,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X25000_29999,3775,29999,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X30000_39999,4795,39999,,FALSE,0.3515697959724958,22154,20024
Peterborough,Ontario,33250,22154,20024,181,X40000_and_over,3365,Inf,,FALSE,0.3515697959724958,22154,20024
Prince Edward-Hastings,Ontario,20455,21108,20735,256,Under_5000,1130,5000,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X5000_9999,2355,9999,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X10000_14999,3095,14999,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X15000_19999,2920,19999,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X20000_24999,3210,24999,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X25000_29999,2525,29999,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X30000_39999,2795,39999,,FALSE,0.3070911437859102,21108,20735
Prince Edward-Hastings,Ontario,20455,21108,20735,256,X40000_and_over,1700,Inf,,FALSE,0.3070911437859102,21108,20735
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,Under_5000,2235,5000,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X5000_9999,4495,9999,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X10000_14999,3775,14999,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X15000_19999,3905,19999,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X20000_24999,3450,24999,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X25000_29999,2520,29999,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X30000_39999,2835,39999,,FALSE,0.3546466416044979,20095,19982
Renfrew-Nipissing-Pembroke,Ontario,26250,20095,19982,185,X40000_and_over,2520,Inf,,FALSE,0.3546466416044979,20095,19982
Rosedale,Ontario,41615,24673,10837,374,Under_5000,5630,5000,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X5000_9999,7630,9999,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X10000_14999,5175,14999,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X15000_19999,3900,19999,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X20000_24999,5175,24999,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X25000_29999,2975,29999,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X30000_39999,4375,39999,,FALSE,0.4716367858563939,24673,10837
Rosedale,Ontario,41615,24673,10837,374,X40000_and_over,7425,Inf,,FALSE,0.4716367858563939,24673,10837
Sarnia-Lambton,Ontario,29610,26254,24271,223,Under_5000,1840,5000,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X5000_9999,3685,9999,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X10000_14999,3025,14999,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X15000_19999,3100,19999,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X20000_24999,4135,24999,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X25000_29999,4490,29999,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X30000_39999,5060,39999,,FALSE,0.3510425216870041,26254,24271
Sarnia-Lambton,Ontario,29610,26254,24271,223,X40000_and_over,5060,Inf,,FALSE,0.3510425216870041,26254,24271
Sault Ste. Marie,Ontario,21950,23884,25193,259,Under_5000,1650,5000,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X5000_9999,2805,9999,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X10000_14999,3710,14999,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X15000_19999,3205,19999,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X20000_24999,3095,24999,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X25000_29999,3730,29999,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X30000_39999,3730,39999,,FALSE,0.33494888474438445,23884,25193
Sault Ste. Marie,Ontario,21950,23884,25193,259,X40000_and_over,3730,Inf,,FALSE,0.33494888474438445,23884,25193
Scarborough Centre,Ontario,28360,27712,25980,205,Under_5000,1240,5000,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X5000_9999,2310,9999,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X10000_14999,3010,14999,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X15000_19999,3235,19999,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X20000_24999,3610,24999,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X25000_29999,3590,29999,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X30000_39999,5950,39999,,FALSE,0.31709823449558827,27712,25980
Scarborough Centre,Ontario,28360,27712,25980,205,X40000_and_over,5415,Inf,,FALSE,0.31709823449558827,27712,25980
Scarborough East (Est),Ontario,31310,28432,26580,217,Under_5000,1545,5000,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X5000_9999,3175,9999,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X10000_14999,2740,14999,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X15000_19999,3010,19999,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X20000_24999,3315,24999,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X25000_29999,3460,29999,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X30000_39999,6010,39999,,FALSE,0.326022504479776,28432,26580
Scarborough East (Est),Ontario,31310,28432,26580,217,X40000_and_over,7390,Inf,,FALSE,0.326022504479776,28432,26580
Scarborough West (Ouest),Ontario,30885,24191,22078,206,Under_5000,2355,5000,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X5000_9999,4200,9999,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X10000_14999,3510,14999,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X15000_19999,3755,19999,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X20000_24999,3790,24999,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X25000_29999,3625,29999,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X30000_39999,5380,39999,,FALSE,0.3599807560694007,24191,22078
Scarborough West (Ouest),Ontario,30885,24191,22078,206,X40000_and_over,4270,Inf,,FALSE,0.3599807560694007,24191,22078
Simcoe North (Nord),Ontario,28330,21057,18080,233,Under_5000,1825,5000,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X5000_9999,4870,9999,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X10000_14999,4685,14999,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X15000_19999,4235,19999,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X20000_24999,3900,24999,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X25000_29999,3065,29999,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X30000_39999,2365,39999,,FALSE,0.38061332933271275,21057,18080
Simcoe North (Nord),Ontario,28330,21057,18080,233,X40000_and_over,2330,Inf,,FALSE,0.38061332933271275,21057,18080
Simcoe South (Sud),Ontario,32955,24720,22505,190,Under_5000,1075,5000,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X5000_9999,3840,9999,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X10000_14999,4160,14999,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X15000_19999,4305,19999,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X20000_24999,4875,24999,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X25000_29999,4125,29999,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X30000_39999,5745,39999,,FALSE,0.3166915845125331,24720,22505
Simcoe South (Sud),Ontario,32955,24720,22505,190,X40000_and_over,4290,Inf,,FALSE,0.3166915845125331,24720,22505
Spadina,Ontario,28305,23105,18272,280,Under_5000,2794,5000,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X5000_9999,4610,9999,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X10000_14999,4185,14999,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X15000_19999,3700,19999,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X20000_24999,3560,24999,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X25000_29999,2370,29999,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X30000_39999,3025,39999,,FALSE,0.4429202526477436,23105,18272
Spadina,Ontario,28305,23105,18272,280,X40000_and_over,3025,Inf,,FALSE,0.4429202526477436,23105,18272
St. Catharines,Ontario,37510,22864,22051,171,Under_5000,2765,5000,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X5000_9999,4775,9999,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X10000_14999,4950,14999,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X15000_19999,4305,19999,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X20000_24999,5215,24999,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X25000_29999,6005,29999,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X30000_39999,6005,39999,,FALSE,0.31262057514661235,22864,22051
St. Catharines,Ontario,37510,22864,22051,171,X40000_and_over,6365,Inf,,FALSE,0.31262057514661235,22864,22051
St. Paul's,Ontario,35545,25154,32862,512,Under_5000,1840,5000,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X5000_9999,4085,9999,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X10000_14999,4950,14999,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X15000_19999,3915,19999,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X20000_24999,4535,24999,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X25000_29999,2975,29999,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X30000_39999,5355,39999,,FALSE,0.36224131220575195,25154,32862
St. Paul's,Ontario,35545,25154,32862,512,X40000_and_over,5355,Inf,,FALSE,0.36224131220575195,25154,32862
Stormont-Dundas,Ontario,29370,21183,18376,187,Under_5000,2205,5000,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X5000_9999,4340,9999,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X10000_14999,4210,14999,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X15000_19999,3620,19999,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X20000_24999,3000,24999,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X25000_29999,2835,29999,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X30000_39999,3806,39999,,FALSE,0.3444687214676829,21183,18376
Stormont-Dundas,Ontario,29370,21183,18376,187,X40000_and_over,3806,Inf,,FALSE,0.3444687214676829,21183,18376
Sudbury,Ontario,28705,22661,20772,192,Under_5000,2820,5000,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X5000_9999,3380,9999,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X10000_14999,3380,14999,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X15000_19999,4110,19999,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X20000_24999,4455,24999,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X25000_29999,4495,29999,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X30000_39999,3395,39999,,FALSE,0.355664027602531,22661,20772
Sudbury,Ontario,28705,22661,20772,192,X40000_and_over,3395,Inf,,FALSE,0.355664027602531,22661,20772
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,Under_5000,1275,5000,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X5000_9999,2885,9999,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X10000_14999,2425,14999,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X15000_19999,2505,19999,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X20000_24999,2840,24999,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X25000_29999,3845,29999,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X30000_39999,3845,39999,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Atikokan,Ontario,22205,25594,23557,254,X40000_and_over,3560,Inf,,FALSE,0.33958467605763,25594,23557
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,Under_5000,1655,5000,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X5000_9999,3005,9999,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X10000_14999,2745,14999,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X15000_19999,2370,19999,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X20000_24999,3545,24999,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X25000_29999,2865,29999,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X30000_39999,4790,39999,,FALSE,0.35736229670263564,26154,23932
Thunder Bay-Nipigon,Ontario,25185,26154,23932,254,X40000_and_over,4040,Inf,,FALSE,0.35736229670263564,26154,23932
